2024-05-13 19:43:56,187 [myid:] - INFO  [main:o.a.z.s.q.QuorumPeerConfig@177] - Reading configuration from: /home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../conf/zoo.cfg
2024-05-13 19:43:56,279 [myid:] - INFO  [main:o.a.z.Environment@98] - Server environment:java.class.path=/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../zookeeper-server/target/classes:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../build/classes:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../zookeeper-server/target/lib/*.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../build/lib/*.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/zookeeper-prometheus-metrics-3.8.4.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/zookeeper-jute-3.8.4.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/zookeeper-3.8.4.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/snappy-java-1.1.10.5.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/slf4j-api-1.7.30.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/simpleclient_servlet-0.9.0.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/simpleclient_hotspot-0.9.0.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/simpleclient_common-0.9.0.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/simpleclient-0.9.0.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/netty-transport-native-unix-common-4.1.105.Final.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/netty-transport-native-epoll-4.1.105.Final.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/netty-transport-classes-epoll-4.1.105.Final.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/netty-transport-4.1.105.Final.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/netty-resolver-4.1.105.Final.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/netty-handler-4.1.105.Final.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/netty-common-4.1.105.Final.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/netty-codec-4.1.105.Final.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/netty-buffer-4.1.105.Final.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/metrics-core-4.1.12.1.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/logback-core-1.2.13.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/logback-classic-1.2.13.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/jline-2.14.6.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/jetty-util-ajax-9.4.53.v20231009.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/jetty-util-9.4.53.v20231009.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/jetty-servlet-9.4.53.v20231009.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/jetty-server-9.4.53.v20231009.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/jetty-security-9.4.53.v20231009.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/jetty-io-9.4.53.v20231009.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/jetty-http-9.4.53.v20231009.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/javax.servlet-api-3.1.0.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/jackson-databind-2.15.2.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/jackson-core-2.15.2.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/jackson-annotations-2.15.2.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/commons-io-2.11.0.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/commons-cli-1.5.0.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../lib/audience-annotations-0.12.0.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../zookeeper-*.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../zookeeper-server/src/main/resources/lib/*.jar:/home/azx/Desktop/distributed-database/apache-zookeeper-3.8.4-bin/bin/../conf:
2024-05-13 19:43:56,279 [myid:] - INFO  [main:o.a.z.Environment@98] - Server environment:java.library.path=/usr/local/cuda-11.3/lib64:/usr/local/cuda-11.3/lib64::/usr/java/packages/lib:/usr/lib64:/lib64:/lib:/usr/lib
2024-05-13 19:43:56,279 [myid:] - INFO  [main:o.a.z.Environment@98] - Server environment:java.io.tmpdir=/tmp
2024-05-13 19:43:56,279 [myid:] - INFO  [main:o.a.z.Environment@98] - Server environment:java.compiler=<NA>
2024-05-13 19:43:56,279 [myid:] - INFO  [main:o.a.z.Environment@98] - Server environment:os.name=Linux
2024-05-13 19:43:56,279 [myid:] - INFO  [main:o.a.z.Environment@98] - Server environment:os.arch=amd64
2024-05-13 19:43:56,279 [myid:] - INFO  [main:o.a.z.Environment@98] - Server environment:os.version=6.2.0-35-generic
2024-05-13 19:43:56,279 [myid:] - INFO  [main:o.a.z.Environment@98] - Server environment:user.name=azx
2024-05-13 19:43:56,279 [myid:] - INFO  [main:o.a.z.Environment@98] - Server environment:user.home=/home/azx
2024-05-13 19:43:56,279 [myid:] - INFO  [main:o.a.z.Environment@98] - Server environment:user.dir=/home/azx/Desktop/distributed-database
2024-05-13 19:43:56,279 [myid:] - INFO  [main:o.a.z.Environment@98] - Server environment:os.memory.free=230MB
2024-05-13 19:43:56,279 [myid:] - INFO  [main:o.a.z.Environment@98] - Server environment:os.memory.max=1000MB
2024-05-13 19:43:56,280 [myid:] - INFO  [main:o.a.z.Environment@98] - Server environment:os.memory.total=250MB
2024-05-13 19:43:56,280 [myid:] - INFO  [main:o.a.z.s.ZooKeeperServer@140] - zookeeper.enableEagerACLCheck = false
2024-05-13 19:43:56,280 [myid:] - INFO  [main:o.a.z.s.ZooKeeperServer@153] - zookeeper.digest.enabled = true
2024-05-13 19:43:56,280 [myid:] - INFO  [main:o.a.z.s.ZooKeeperServer@157] - zookeeper.closeSessionTxn.enabled = true
2024-05-13 19:43:56,280 [myid:] - INFO  [main:o.a.z.s.ZooKeeperServer@1510] - zookeeper.flushDelay = 0 ms
2024-05-13 19:43:56,280 [myid:] - INFO  [main:o.a.z.s.ZooKeeperServer@1519] - zookeeper.maxWriteQueuePollTime = 0 ms
2024-05-13 19:43:56,280 [myid:] - INFO  [main:o.a.z.s.ZooKeeperServer@1528] - zookeeper.maxBatchSize=1000
2024-05-13 19:43:56,280 [myid:] - INFO  [main:o.a.z.s.ZooKeeperServer@275] - zookeeper.intBufferStartingSizeBytes = 1024
2024-05-13 19:43:56,281 [myid:] - INFO  [main:o.a.z.s.BlueThrottle@141] - Weighed connection throttling is disabled
2024-05-13 19:43:56,282 [myid:] - INFO  [main:o.a.z.s.ZooKeeperServer@1311] - minSessionTimeout set to 4000 ms
2024-05-13 19:43:56,282 [myid:] - INFO  [main:o.a.z.s.ZooKeeperServer@1320] - maxSessionTimeout set to 40000 ms
2024-05-13 19:43:56,282 [myid:] - INFO  [main:o.a.z.s.ResponseCache@45] - getData response cache size is initialized with value 400.
2024-05-13 19:43:56,283 [myid:] - INFO  [main:o.a.z.s.ResponseCache@45] - getChildren response cache size is initialized with value 400.
2024-05-13 19:43:56,283 [myid:] - INFO  [main:o.a.z.s.u.RequestPathMetricsCollector@109] - zookeeper.pathStats.slotCapacity = 60
2024-05-13 19:43:56,283 [myid:] - INFO  [main:o.a.z.s.u.RequestPathMetricsCollector@110] - zookeeper.pathStats.slotDuration = 15
2024-05-13 19:43:56,283 [myid:] - INFO  [main:o.a.z.s.u.RequestPathMetricsCollector@111] - zookeeper.pathStats.maxDepth = 6
2024-05-13 19:43:56,283 [myid:] - INFO  [main:o.a.z.s.u.RequestPathMetricsCollector@112] - zookeeper.pathStats.initialDelay = 5
2024-05-13 19:43:56,283 [myid:] - INFO  [main:o.a.z.s.u.RequestPathMetricsCollector@113] - zookeeper.pathStats.delay = 5
2024-05-13 19:43:56,283 [myid:] - INFO  [main:o.a.z.s.u.RequestPathMetricsCollector@114] - zookeeper.pathStats.enabled = false
2024-05-13 19:43:56,285 [myid:] - INFO  [main:o.a.z.s.ZooKeeperServer@1547] - The max bytes for all large requests are set to 104857600
2024-05-13 19:43:56,285 [myid:] - INFO  [main:o.a.z.s.ZooKeeperServer@1561] - The large request threshold is set to -1
2024-05-13 19:43:56,285 [myid:] - INFO  [main:o.a.z.s.AuthenticationHelper@66] - zookeeper.enforce.auth.enabled = false
2024-05-13 19:43:56,285 [myid:] - INFO  [main:o.a.z.s.AuthenticationHelper@67] - zookeeper.enforce.auth.schemes = []
2024-05-13 19:43:56,285 [myid:] - INFO  [main:o.a.z.s.ZooKeeperServer@376] - Created server with tickTime 2000 ms minSessionTimeout 4000 ms maxSessionTimeout 40000 ms clientPortListenBacklog -1 datadir ./storage/version-2 snapdir ./storage/version-2
2024-05-13 19:43:56,298 [myid:] - INFO  [main:o.e.j.u.l.Log@170] - Logging initialized @436ms to org.eclipse.jetty.util.log.Slf4jLog
2024-05-13 19:43:56,336 [myid:] - WARN  [main:o.e.j.s.h.ContextHandler@1662] - o.e.j.s.ServletContextHandler@434a63ab{/,null,STOPPED} contextPath ends with /*
2024-05-13 19:43:56,336 [myid:] - WARN  [main:o.e.j.s.h.ContextHandler@1673] - Empty contextPath
2024-05-13 19:43:56,351 [myid:] - INFO  [main:o.e.j.s.Server@375] - jetty-9.4.53.v20231009; built: 2023-10-09T12:29:09.265Z; git: 27bde00a0b95a1d5bbee0eae7984f891d2d0f8c9; jvm 21.0.1+12-LTS-29
2024-05-13 19:43:56,366 [myid:] - INFO  [main:o.e.j.s.s.DefaultSessionIdManager@334] - DefaultSessionIdManager workerName=node0
2024-05-13 19:43:56,366 [myid:] - INFO  [main:o.e.j.s.s.DefaultSessionIdManager@339] - No SessionScavenger set, using defaults
2024-05-13 19:43:56,366 [myid:] - INFO  [main:o.e.j.s.s.HouseKeeper@132] - node0 Scavenging every 660000ms
2024-05-13 19:43:56,368 [myid:] - WARN  [main:o.e.j.s.ConstraintSecurityHandler@759] - ServletContext@o.e.j.s.ServletContextHandler@434a63ab{/,null,STARTING} has uncovered http methods for path: /*
2024-05-13 19:43:56,375 [myid:] - INFO  [main:o.e.j.s.h.ContextHandler@921] - Started o.e.j.s.ServletContextHandler@434a63ab{/,null,AVAILABLE}
2024-05-13 19:43:56,382 [myid:] - INFO  [main:o.e.j.s.AbstractConnector@333] - Started ServerConnector@66498326{HTTP/1.1, (http/1.1)}{0.0.0.0:8080}
2024-05-13 19:43:56,382 [myid:] - INFO  [main:o.e.j.s.Server@415] - Started @521ms
2024-05-13 19:43:56,382 [myid:] - INFO  [main:o.a.z.s.a.JettyAdminServer@196] - Started AdminServer on address 0.0.0.0, port 8080 and command URL /commands
2024-05-13 19:43:56,384 [myid:] - INFO  [main:o.a.z.s.ServerCnxnFactory@169] - Using org.apache.zookeeper.server.NIOServerCnxnFactory as server connection factory
2024-05-13 19:43:56,385 [myid:] - WARN  [main:o.a.z.s.ServerCnxnFactory@309] - maxCnxns is not configured, using default value 0.
2024-05-13 19:43:56,386 [myid:] - INFO  [main:o.a.z.s.NIOServerCnxnFactory@652] - Configuring NIO connection handler with 10s sessionless connection timeout, 2 selector thread(s), 32 worker threads, and 64 kB direct buffers.
2024-05-13 19:43:56,387 [myid:] - INFO  [main:o.a.z.s.NIOServerCnxnFactory@660] - binding to port 0.0.0.0/0.0.0.0:2181
2024-05-13 19:43:56,394 [myid:] - INFO  [main:o.a.z.s.w.WatchManagerFactory@42] - Using org.apache.zookeeper.server.watch.WatchManager as watch manager
2024-05-13 19:43:56,394 [myid:] - INFO  [main:o.a.z.s.w.WatchManagerFactory@42] - Using org.apache.zookeeper.server.watch.WatchManager as watch manager
2024-05-13 19:43:56,394 [myid:] - INFO  [main:o.a.z.s.ZKDatabase@132] - zookeeper.snapshotSizeFactor = 0.33
2024-05-13 19:43:56,394 [myid:] - INFO  [main:o.a.z.s.ZKDatabase@152] - zookeeper.commitLogCount=500
2024-05-13 19:43:56,395 [myid:] - INFO  [main:o.a.z.s.p.FileSnap@85] - Reading snapshot ./storage/version-2/snapshot.b4
2024-05-13 19:43:56,397 [myid:] - INFO  [main:o.a.z.s.DataTree@1717] - The digest in the snapshot has digest version of 2, with zxid as 0xb4, and digest value as 14314448078
2024-05-13 19:43:56,401 [myid:] - INFO  [main:o.a.z.s.ZKDatabase@289] - Snapshot loaded in 6 ms, highest zxid is 0xb4, digest is 14314448078
2024-05-13 19:43:56,401 [myid:] - INFO  [main:o.a.z.s.p.FileTxnSnapLog@479] - Snapshotting: 0xb4 to ./storage/version-2/snapshot.b4
2024-05-13 19:43:56,402 [myid:] - INFO  [main:o.a.z.s.ZooKeeperServer@558] - Snapshot taken in 1 ms
2024-05-13 19:43:56,407 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::o.a.z.s.PrepRequestProcessor@138] - PrepRequestProcessor (sid:0) started, reconfigEnabled=false
2024-05-13 19:43:56,407 [myid:] - INFO  [main:o.a.z.s.RequestThrottler@75] - zookeeper.request_throttler.shutdownTimeout = 10000 ms
2024-05-13 19:43:56,416 [myid:] - INFO  [main:o.a.z.s.ContainerManager@84] - Using checkIntervalMs=60000 maxPerMinute=10000 maxNeverUsedIntervalMs=0
2024-05-13 19:43:56,417 [myid:] - INFO  [main:o.a.z.a.ZKAuditProvider@42] - ZooKeeper audit is disabled.
2024-05-13 19:43:58,628 [myid:] - INFO  [NIOWorkerThread-3:o.a.z.s.c.FourLetterCommands@223] - The list of known four letter word commands is : [{1936881266=srvr, 1937006964=stat, 2003003491=wchc, 1685417328=dump, 1668445044=crst, 1936880500=srst, 1701738089=envi, 1668247142=conf, -720899=telnet close, 1751217000=hash, 2003003507=wchs, 2003003504=wchp, 1684632179=dirs, 1668247155=cons, 1835955314=mntr, 1769173615=isro, 1920298859=ruok, 1735683435=gtmk, 1937010027=stmk}]
2024-05-13 19:43:58,628 [myid:] - INFO  [NIOWorkerThread-3:o.a.z.s.c.FourLetterCommands@224] - The list of enabled four letter word commands is : [[srvr]]
2024-05-13 19:43:58,628 [myid:] - INFO  [NIOWorkerThread-3:o.a.z.s.NIOServerCnxn@525] - Processing srvr command from /127.0.0.1:42612
2024-05-13 19:44:26,227 [myid:] - INFO  [SyncThread:0:o.a.z.s.p.FileTxnLog@285] - Creating new log file: log.b5
2024-05-13 19:44:30,704 [myid:] - INFO  [NIOWorkerThread-30:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:42598, session = 0x100001b06300011
2024-05-13 19:44:39,146 [myid:] - INFO  [SessionTracker:o.a.z.s.ZooKeeperServer@643] - Expiring session 0x100001b06300011, timeout of 10000ms exceeded
2024-05-13 19:48:51,660 [myid:] - INFO  [NIOWorkerThread-15:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:35770, session = 0x100004b7d390001
2024-05-13 19:49:03,147 [myid:] - INFO  [SessionTracker:o.a.z.s.ZooKeeperServer@643] - Expiring session 0x100004b7d390001, timeout of 10000ms exceeded
2024-05-13 19:53:46,071 [myid:] - INFO  [NIOWorkerThread-15:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:33292, session = 0x100004b7d390003
2024-05-13 19:55:45,824 [myid:] - INFO  [NIOWorkerThread-20:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:59152, session = 0x100004b7d390000
2024-05-13 20:00:17,185 [myid:] - INFO  [NIOWorkerThread-3:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:44942, session = 0x100004b7d390005
2024-05-13 20:00:41,974 [myid:] - INFO  [NIOWorkerThread-3:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:34316, session = 0x100004b7d390004
2024-05-13 20:01:32,014 [myid:] - INFO  [NIOWorkerThread-18:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:60704, session = 0x100004b7d390006
2024-05-13 20:01:41,146 [myid:] - INFO  [SessionTracker:o.a.z.s.ZooKeeperServer@643] - Expiring session 0x100004b7d390006, timeout of 10000ms exceeded
2024-05-13 20:06:54,468 [myid:] - INFO  [NIOWorkerThread-3:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:59612, session = 0x100004b7d390007
2024-05-13 20:07:03,146 [myid:] - INFO  [SessionTracker:o.a.z.s.ZooKeeperServer@643] - Expiring session 0x100004b7d390007, timeout of 10000ms exceeded
2024-05-13 20:07:11,089 [myid:] - INFO  [NIOWorkerThread-19:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:40106, session = 0x100004b7d390009
2024-05-13 20:07:19,146 [myid:] - INFO  [SessionTracker:o.a.z.s.ZooKeeperServer@643] - Expiring session 0x100004b7d390009, timeout of 10000ms exceeded
2024-05-13 20:07:40,384 [myid:] - INFO  [NIOWorkerThread-24:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:38950, session = 0x100004b7d390008
2024-05-13 20:09:22,980 [myid:] - INFO  [NIOWorkerThread-11:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:39208, session = 0x100004b7d39000a
2024-05-13 20:13:06,672 [myid:] - INFO  [NIOWorkerThread-29:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:60610, session = 0x100004b7d39000c
2024-05-13 20:13:15,146 [myid:] - INFO  [SessionTracker:o.a.z.s.ZooKeeperServer@643] - Expiring session 0x100004b7d39000c, timeout of 10000ms exceeded
2024-05-13 20:13:26,891 [myid:] - INFO  [NIOWorkerThread-18:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:45910, session = 0x100004b7d39000b
2024-05-13 20:14:28,761 [myid:] - INFO  [NIOWorkerThread-18:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:47632, session = 0x100004b7d39000d
2024-05-13 20:14:37,147 [myid:] - INFO  [SessionTracker:o.a.z.s.ZooKeeperServer@643] - Expiring session 0x100004b7d39000d, timeout of 10000ms exceeded
2024-05-13 20:18:04,299 [myid:] - INFO  [NIOWorkerThread-15:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:41220, session = 0x100004b7d39000e
2024-05-13 20:18:15,146 [myid:] - INFO  [SessionTracker:o.a.z.s.ZooKeeperServer@643] - Expiring session 0x100004b7d39000e, timeout of 10000ms exceeded
2024-05-13 20:18:21,942 [myid:] - INFO  [NIOWorkerThread-21:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:32942, session = 0x100004b7d39000f
2024-05-13 20:19:17,551 [myid:] - INFO  [NIOWorkerThread-11:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:32958, session = 0x100004b7d390010
2024-05-13 20:19:50,530 [myid:] - INFO  [NIOWorkerThread-19:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:33950, session = 0x100004b7d390012
2024-05-13 20:19:59,147 [myid:] - INFO  [SessionTracker:o.a.z.s.ZooKeeperServer@643] - Expiring session 0x100004b7d390012, timeout of 10000ms exceeded
2024-05-13 20:22:19,477 [myid:] - INFO  [NIOWorkerThread-7:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:37314, session = 0x100004b7d390013
2024-05-13 20:22:22,789 [myid:] - INFO  [NIOWorkerThread-12:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:39872, session = 0x100004b7d390011
2024-05-13 20:22:29,008 [myid:] - INFO  [NIOWorkerThread-21:o.a.z.s.NIOServerCnxn@340] - Unable to read additional data from client, it probably closed the socket: address = /127.0.0.1:39170, session = 0x100004b7d390014
2024-05-13 20:22:29,146 [myid:] - INFO  [SessionTracker:o.a.z.s.ZooKeeperServer@643] - Expiring session 0x100004b7d390013, timeout of 10000ms exceeded
